dry_run,section,title,url,page_type,action
False,topic_replacement,A New Club of G7 Leaders Try Getting to Know Trump,https://www.cigionline.org/articles/new-club-g7-leaders-try-getting-know-trump/,ArticlePage,add latter and remove former
False,topic_replacement,A New Mission for the Group of Seven,https://www.cigionline.org/articles/new-mission-group-seven/,ArticlePage,add latter and remove former
False,topic_replacement,A New Tax Regime for Big Tech,https://www.cigionline.org/articles/new-tax-regime-big-tech/,ArticlePage,add latter and remove former
False,topic_replacement,"A Sustainable Ocean Economy, Innovation and Growth: A G20 Initiative",https://www.cigionline.org/publications/sustainable-ocean-economy-innovation-and-growth-g20-initiative/,PublicationPage,add latter and remove former
False,topic_replacement,A US$24b summit about a staircase: lessons for Germany and the 2017 G20 leaders,https://www.cigionline.org/articles/us24b-summit-about-staircase-lessons-germany-and-2017-g20-leaders/,ArticlePage,add latter and remove former
False,topic_replacement,A-summiting we will go,https://www.cigionline.org/articles/summiting-we-will-go/,ArticlePage,add latter and remove former
False,topic_replacement,"After 20 Years, Paul Martin’s Legacy Still Serves the Global Economy",https://www.cigionline.org/articles/after-twenty-years-paul-martins-legacy-still-serves-global-economy/,ArticlePage,add latter and remove former
False,topic_replacement,"After stumble, Canada's Trudeau glides through first world trip",https://www.cigionline.org/articles/after-stumble-canadas-trudeau-glides-through-first-world-trip/,ArticlePage,add latter and remove former
False,topic_replacement,Agenda of the German G20 Presidency,https://www.cigionline.org/events/agenda-german-g20-presidency/,EventPage,add latter and remove former
False,topic_replacement,AI-Driven Productivity Scenarios,https://www.cigionline.org/publications/ai-driven-productivity-scenarios/,PublicationPage,add latter and remove former
False,topic_replacement,America’s Global Dominance Is Ending: What Comes Next?,https://www.cigionline.org/articles/americas-global-dominance-is-ending-what-comes-next/,ArticlePage,add latter and remove former
False,topic_replacement,"Amid global uncertainty, Trudeau has rare G20 leadership opportunity",https://www.cigionline.org/articles/amid-global-uncertainty-trudeau-has-rare-g20-leadership-opportunity-0/,ArticlePage,add latter and remove former
False,topic_replacement,Angela Merkel's Worrisome Exit from the Global Stage,https://www.cigionline.org/articles/angela-merkels-worrisome-exit-global-stage/,ArticlePage,add latter and remove former
False,topic_replacement,"As Canada Kicks Off Its G7 Presidency, Here's What to Expect",https://www.cigionline.org/articles/canada-kicks-its-g7-presidency-heres-what-expect/,ArticlePage,add latter and remove former
False,topic_replacement,"As Moderates Lose Ground, G20 Leaders Need to Restore Relations Between Everyday People, Trade",https://www.cigionline.org/articles/moderates-lose-ground-g20-leaders-need-restore-relations-between-everyday-people-trade/,ArticlePage,add latter and remove former
False,topic_replacement,Bali Meetings Show G20’s Value and Reveal Its Tensions,https://www.cigionline.org/articles/bali-meetings-show-g20s-value-and-reveal-its-tensions/,ArticlePage,add latter and remove former
False,topic_replacement,Barry Carin's Farewell Remarks,https://www.cigionline.org/articles/barry-carins-farewell-remarks/,ArticlePage,add latter and remove former
False,topic_replacement,Bernes: U.S. Will be Isolated Among G-20,https://www.cigionline.org/articles/bernes-us-will-be-isolated-among-g-20/,ArticlePage,add latter and remove former
False,topic_replacement,Big Data Will Be the Basis for the New World Order,https://www.cigionline.org/articles/big-data-will-be-basis-new-world-order/,ArticlePage,add latter and remove former
False,topic_replacement,"Blockchains and the G20: Building an Inclusive, Transparent and Accountable Digital Economy",https://www.cigionline.org/publications/blockchains-and-g20-building-inclusive-transparent-and-accountable-digital-economy/,PublicationPage,add latter and remove former
False,topic_replacement,Brisbane G20 Media Zone,https://www.cigionline.org/multimedia/brisbane-g20-media-zone/,MultimediaPage,add latter and remove former
False,topic_replacement,Building Confidence through Trade and the Start of Economic Summitry,https://www.cigionline.org/articles/building-confidence-through-trade-and-the-start-of-economic-summitry/,ArticlePage,add latter and remove former
False,topic_replacement,Business leaders meeting in China propose global e-commerce platform to benefit smaller firms,https://www.cigionline.org/articles/business-leaders-meeting-china-propose-global-e-commerce-platform-benefit-smaller-firms/,ArticlePage,add latter and remove former
False,topic_replacement,Can Canada Brave the Storm Ahead? The IMF Meetings Will Tell,https://www.cigionline.org/articles/can-canada-brave-storm-ahead-imf-meetings-will-tell/,ArticlePage,add latter and remove former
False,topic_replacement,Can Canada Step into the Breach? Addressing Climate-related Financial Risk and Growing Green Finance,https://www.cigionline.org/publications/can-canada-step-breach-addressing-climate-related-financial-risk-and-growing-green/,PublicationPage,add latter and remove former
False,topic_replacement,Can G7 Stay Relevant In Multipolar World?,https://www.cigionline.org/articles/can-g7-stay-relevant-in-multipolar-world/,ArticlePage,add latter and remove former
False,topic_replacement,Can the G20 Mend the World’s Geopolitical Fractures?,https://www.cigionline.org/articles/can-the-g20-mend-the-worlds-geopolitical-fractures/,ArticlePage,add latter and remove former
False,topic_replacement,Can the G20 Save Globalization's Waning Reputation?,https://www.cigionline.org/articles/can-g20-save-globalizations-waning-reputation/,ArticlePage,add latter and remove former
False,topic_replacement,Can the International Financial System be Saved? | Inside the Issues 5.15,https://www.cigionline.org/multimedia/can-international-financial-system-be-saved-inside-issues-515/,MultimediaPage,remove former only
False,topic_replacement,Can We Rebuild Global Governance in Marrakesh?,https://www.cigionline.org/articles/can-we-rebuild-global-governance-in-marrakesh/,ArticlePage,remove former only
False,topic_replacement,Canada hoping at least 19 of the G20 leaders sign climate statement: McKenna,https://www.cigionline.org/articles/canada-hoping-least-19-g20-leaders-sign-climate-statement-mckenna/,ArticlePage,add latter and remove former
False,topic_replacement,Canada Must Guard Against China’s Economic Aggression — Or Risk Its Place in the New Global Order,https://www.cigionline.org/articles/canada-must-guard-against-chinas-economic-aggression-or-risk-its-place-in-the-new-global-order/,ArticlePage,add latter and remove former
False,topic_replacement,Canada’s Fight against Coal Might Be Part of a Larger Battle,https://www.cigionline.org/articles/canadas-fight-against-coal-might-be-part-larger-battle/,ArticlePage,add latter and remove former
False,topic_replacement,Central Bankers Must Look Beyond the Status Quo,https://www.cigionline.org/articles/central-bankers-must-look-beyond-status-quo/,ArticlePage,add latter and remove former
False,topic_replacement,Challenges and Opportunities for the French Presidency: The G20 — 2011 and Beyond,https://www.cigionline.org/publications/challenges-and-opportunities-french-presidency-g20-2011-and-beyond/,PublicationPage,add latter and remove former
False,topic_replacement,Changing Global Financial Governance: International Financial Standards and Emerging Economies since the Global Financial Crisis,https://www.cigionline.org/publications/changing-global-financial-governance-international-financial-standards-and-emerging/,PublicationPage,add latter and remove former
False,topic_replacement,China and Global Energy Governance under the G20 Framework,https://www.cigionline.org/publications/china-and-global-energy-governance-under-g20-framework/,PublicationPage,add latter and remove former
False,topic_replacement,China and the G20 | 中国与二十国集团 (G20),https://www.cigionline.org/multimedia/china-and-g20-zhongguoyuershiguojituan-g20/,MultimediaPage,add latter and remove former
False,topic_replacement,"China should rely more on G20 relations, clean sources for energy security, CIGI expert recommends",https://www.cigionline.org/articles/china-should-rely-more-g20-relations-clean-sources-energy-security-cigi-expert-recommends/,ArticlePage,add latter and remove former
False,topic_replacement,"China's Goals in the G20: Expectation, Strategy and Agenda",https://www.cigionline.org/publications/chinas-goals-g20-expectation-strategy-and-agenda/,PublicationPage,add latter and remove former
False,topic_replacement,China's Role in G20 Governance: Towards the 2016 Summit in China,https://www.cigionline.org/events/chinas-role-g20-governance-towards-2016-summit-china/,EventPage,add latter and remove former
False,topic_replacement,CIGI at Global Solutions for G20: Think 20 Summit,https://www.cigionline.org/events/cigi-global-solutions-g20-think-20-summit/,EventPage,add latter and remove former
False,topic_replacement,CIGI at IMF: Germany is Isolated on International Economic Policy — and it Doesn’t Care,https://www.cigionline.org/articles/cigi-imf-germany-isolated-international-economic-policy-and-it-doesnt-care/,ArticlePage,add latter and remove former
False,topic_replacement,CIGI makes recommendations for protecting the digital economy ahead of G20 meeting,https://www.cigionline.org/articles/cigi-makes-recommendations-protecting-digital-economy-ahead-g20-meeting/,ArticlePage,add latter and remove former
False,topic_replacement,CIGI'11 — An Unfinished House: Filling the Gaps in Global Governance,https://www.cigionline.org/publications/cigi11-unfinished-house-filling-gaps-global-governance/,PublicationPage,add latter and remove former
False,topic_replacement,Completing the G20's Program to Reform Global Financial Regulation,https://www.cigionline.org/publications/completing-g20s-program-reform-global-financial-regulation/,PublicationPage,add latter and remove former
False,topic_replacement,Conference on China’s Presidency of the G20 - The Council on Foreign Relations,https://www.cigionline.org/events/conference-chinas-presidency-g20-council-foreign-relations/,EventPage,add latter and remove former
False,topic_replacement,Constructive Powers Initiative: Managing Regional and Global Security,https://www.cigionline.org/publications/constructive-powers-initiative-managing-regional-and-global-security/,PublicationPage,add latter and remove former
False,topic_replacement,"Cornwall G7: Abundant Promises, Limited Actions",https://www.cigionline.org/articles/cornwall-g7-abundant-promises-limited-actions/,ArticlePage,add latter and remove former
False,topic_replacement,COVID-19 and the Power of Comprehensive Governance,https://www.cigionline.org/articles/covid-19-and-power-comprehensive-governance/,ArticlePage,add latter and remove former
False,topic_replacement,COVID-19: The Failure of G20,https://www.cigionline.org/articles/covid-19-failure-g20/,ArticlePage,add latter and remove former
False,topic_replacement,Cross-border Resolution of Financial Firms,https://www.cigionline.org/publications/cross-border-resolution-financial-firms/,PublicationPage,add latter and remove former
False,topic_replacement,Cryptocurrencies Are Top of Mind for G20 Finance Ministers,https://www.cigionline.org/articles/cryptocurrencies-are-top-mind-g20-finance-ministers/,ArticlePage,add latter and remove former
False,topic_replacement,Currency Wars Will Test the Global Economy’s Resilience,https://www.cigionline.org/articles/currency-wars-will-test-global-economys-resilience/,ArticlePage,add latter and remove former
False,topic_replacement,Debate on the Global Economy: The Road to G20,https://www.cigionline.org/multimedia/debate-global-economy-road-g20/,MultimediaPage,add latter and remove former
False,topic_replacement,Designing Institutional Collaboration into Global Governance,https://www.cigionline.org/publications/designing-institutional-collaboration-into-global-governance/,PublicationPage,add latter and remove former
False,topic_replacement,"Despite Calls for Action, G20 Yields Little More Than Talk",https://www.cigionline.org/articles/despite-calls-action-g20-yields-little-more-talk/,ArticlePage,add latter and remove former
False,topic_replacement,Developing Countries and the WTO Agriculture Negotiations,https://www.cigionline.org/publications/developing-countries-and-wto-agriculture-negotiations/,PublicationPage,add latter and remove former
False,topic_replacement,Division at G20 Summit,https://www.cigionline.org/articles/division-g20-summit/,ArticlePage,add latter and remove former
False,topic_replacement,Does Trump’s absence diminish the impact of the G20 summit in South Africa?,https://www.cigionline.org/articles/does-trumps-absence-diminish-the-impact-of-the-g20-summit-in-south-africa/,ArticlePage,add latter and remove former
False,topic_replacement,Donald Trump's meeting with Vladimir Putin lasts more than 2 hours after being scheduled for 30 minutes,https://www.cigionline.org/articles/donald-trumps-meeting-vladimir-putin-lasts-more-2-hours-after-being-scheduled-30-minutes/,ArticlePage,add latter and remove former
False,topic_replacement,"Dünya liderlerinin gündemi ""pastayı büyütmek""",https://www.cigionline.org/articles/dunya-liderlerinin-gundemi-pastayi-buyutmek/,ArticlePage,add latter and remove former
False,topic_replacement,Early Entry into Force of the Paris Climate Agreement: G20 Leaders and Laggards,https://www.cigionline.org/articles/early-entry-force-paris-climate-agreement-g20-leaders-and-laggards/,ArticlePage,add latter and remove former
False,topic_replacement,Economic Models and Growth Trajectories of BRICS+ and G7: A Comparison,https://www.cigionline.org/publications/economic-models-and-growth-trajectories-of-brics-and-g7-a-comparison/,PublicationPage,add latter and remove former
False,topic_replacement,Energy in the G20 Finance Track: G20 Energy Transformation during the German Presidency,https://www.cigionline.org/publications/energy-g20-finance-track-g20-energy-transformation-during-german-presidency/,PublicationPage,add latter and remove former
False,topic_replacement,Europe in Mexico,https://www.cigionline.org/articles/europe-mexico/,ArticlePage,add latter and remove former
False,topic_replacement,Expert from Canadian Think-Tank: G20 Summit is the perfect platform for China advocates its ideas on global economic governance,https://www.cigionline.org/articles/expert-canadian-think-tank-g20-summit-perfect-platform-china-advocates-its-ideas-global/,ArticlePage,add latter and remove former
False,topic_replacement,Expert from CIGI Canada: The world expects Hangzhou Summit to lead the global economy out of its slump,https://www.cigionline.org/articles/expert-cigi-canada-world-expects-hangzhou-summit-lead-global-economy-out-its-slump/,ArticlePage,add latter and remove former
False,topic_replacement,Five Reasons Why We Shouldn’t Write Off the G20 Summit,https://www.cigionline.org/articles/five-reasons-why-we-shouldnt-write-g20-summit/,ArticlePage,add latter and remove former
False,topic_replacement,Five Things on the Agenda of G20 Leaders in Hamburg,https://www.cigionline.org/articles/five-things-agenda-g20-leaders-hamburg/,ArticlePage,add latter and remove former
False,topic_replacement,Fluctuations in Uncertainty and R&D Investment,https://www.cigionline.org/publications/fluctuations-uncertainty-and-rd-investment/,PublicationPage,add latter and remove former
False,topic_replacement,Following the Dragon’s Footprints: CIGI releases new book on China & the G20,https://www.cigionline.org/articles/following-dragons-footprints-cigi-releases-new-book-china-g20/,ArticlePage,add latter and remove former
False,topic_replacement,"For a US-led Multilateral Order to Survive, America Must Lead by Example",https://www.cigionline.org/articles/for-a-us-led-multilateral-order-to-survive-america-must-lead-by-example/,ArticlePage,add latter and remove former
False,topic_replacement,For the Agenda of the German G20 Presidency: A Global Sovereign Debt Restructuring Regime,https://www.cigionline.org/publications/agenda-german-g20-presidency-global-sovereign-debt-restructuring-regime/,PublicationPage,add latter and remove former
False,topic_replacement,Forged in Crisis: An Inside Look at the G20’s History,https://www.cigionline.org/multimedia/forged-crisis-inside-look-g20s-history/,MultimediaPage,add latter and remove former
False,topic_replacement,Fork in the Road for the G7,https://www.cigionline.org/articles/fork-in-the-road-for-the-g7/,ArticlePage,add latter and remove former
False,topic_replacement,Four Rules of the New Normal,https://www.cigionline.org/articles/four-rules-new-normal/,ArticlePage,add latter and remove former
False,topic_replacement,From London to L’Aquila: Building a Bridge between the G20 and the G8,https://www.cigionline.org/publications/london-laquila-building-bridge-between-g20-and-g8/,PublicationPage,add latter and remove former
False,topic_replacement,From MAGA to MTGA: How Trump’s Foreign Policy Became About Making Trump Great Again,https://www.cigionline.org/articles/from-maga-to-mtga-how-trumps-foreign-policy-became-about-making-trump-great-again/,ArticlePage,add latter and remove former
False,topic_replacement,From Pax Americana to Pax “Multipolaris”: The Rise of a Fragmented Global Order,https://www.cigionline.org/articles/from-pax-americana-to-pax-multipolaris-the-rise-of-a-fragmented-global-order/,ArticlePage,add latter and remove former
False,topic_replacement,G-20 Faces Dwindling Capacity to Spur Souring Global Growth,https://www.cigionline.org/articles/g-20-faces-dwindling-capacity-spur-souring-global-growth-0/,ArticlePage,add latter and remove former
False,topic_replacement,G-20 Outcome Shows Trump’s America Is Going Its Own Way,https://www.cigionline.org/articles/g-20-outcome-shows-trumps-america-going-its-own-way/,ArticlePage,add latter and remove former
False,topic_replacement,G-20 Talks Drag as U.S. Runs Into Resistance on Trade Language,https://www.cigionline.org/articles/g-20-talks-drag-us-runs-resistance-trade-language/,ArticlePage,add latter and remove former
False,topic_replacement,G19 + 1: Division among G20 leaders and what comes next,https://www.cigionline.org/articles/g19-1-division-among-g20-leaders-and-what-comes-next/,ArticlePage,add latter and remove former
False,topic_replacement,G20 - The Top Table,https://www.cigionline.org/multimedia/g20-top-table/,MultimediaPage,add latter and remove former
False,topic_replacement,G20 Communiqué Reaction: Litmus Test is in Implementation,https://www.cigionline.org/multimedia/g20-communique-reaction-litmus-test-implementation/,MultimediaPage,add latter and remove former
False,topic_replacement,G20 has opportunity to go forward without U.S. on trade,https://www.cigionline.org/articles/g20-has-opportunity-go-forward-without-us-trade/,ArticlePage,add latter and remove former
False,topic_replacement,G20 in the Time of COVID-19: What’s at Stake in 2021?,https://www.cigionline.org/events/g20-time-covid-19-whats-stake-2021/,EventPage,add latter and remove former
False,topic_replacement,G20 leaders agree to co-operate on tackling terror financing,https://www.cigionline.org/articles/g20-leaders-agree-co-operate-tackling-terror-financing/,ArticlePage,add latter and remove former
False,topic_replacement,G20 leaders look to halt funds to terror groups,https://www.cigionline.org/articles/g20-leaders-look-halt-funds-terror-groups/,ArticlePage,add latter and remove former
False,topic_replacement,G20 ministers give Mnuchin space to define Trump trade agenda,https://www.cigionline.org/articles/g20-ministers-give-mnuchin-space-define-trump-trade-agenda/,ArticlePage,add latter and remove former
False,topic_replacement,G20 summit ends with Trump at odds over climate change,https://www.cigionline.org/articles/g20-summit-ends-trump-odds-over-climate-change/,ArticlePage,add latter and remove former
False,topic_replacement,"G20 Summit in China to Focus on Economy, Backstage on Political Talks  ",https://www.cigionline.org/articles/g20-summit-china-focus-economy-backstage-political-talks/,ArticlePage,add latter and remove former
False,topic_replacement,G20 summit marks Justin Trudeau’s debut on world stage,https://www.cigionline.org/articles/g20-summit-marks-justin-trudeaus-debut-world-stage/,ArticlePage,add latter and remove former
False,topic_replacement,G20 summit: Bridging Trump and climate change through infrastructure,https://www.cigionline.org/articles/g20-summit-bridging-trump-and-climate-change-through-infrastructure/,ArticlePage,add latter and remove former
False,topic_replacement,G20 Summitry | Inside the Issues 5.14,https://www.cigionline.org/multimedia/g20-summitry-inside-issues-514/,MultimediaPage,add latter and remove former
False,topic_replacement,G20 Surrender Changes Everything,https://www.cigionline.org/articles/g20-surrender-changes-everything/,ArticlePage,add latter and remove former
False,topic_replacement,G20 to focus on climate change despite Trump's resistance,https://www.cigionline.org/articles/g20-focus-climate-change-despite-trumps-resistance/,ArticlePage,add latter and remove former
False,topic_replacement,"G20: Compromise on climate change, but at what cost?",https://www.cigionline.org/articles/g20-compromise-climate-change-what-cost/,ArticlePage,add latter and remove former
False,topic_replacement,G20: Exclusive interview with Tom Bernes,https://www.cigionline.org/articles/g20-exclusive-interview-tom-bernes/,ArticlePage,add latter and remove former
False,topic_replacement,G20: Nations must take terrorism fight as top priority,https://www.cigionline.org/articles/g20-nations-must-take-terrorism-fight-top-priority/,ArticlePage,add latter and remove former
False,topic_replacement,G20: Time to end the circus,https://www.cigionline.org/articles/g20-time-end-circus/,ArticlePage,add latter and remove former
False,topic_replacement,G7 Must Calmly Confront the Madness of King Donald,https://www.cigionline.org/articles/g7-must-calmly-confront-madness-king-donald/,ArticlePage,add latter and remove former
False,topic_replacement,G7 Proves Stronger than G20 in Resisting Trump Grip,https://www.cigionline.org/articles/g7-proves-stronger-g20-resisting-trump-grip/,ArticlePage,add latter and remove former
False,topic_replacement,"G7 Should Act as Stabilizer and Reformer to Reshape International Order, Urges T7 Report",https://www.cigionline.org/articles/g7-should-act-as-stabilizer-and-reformer-to-reshape-international-order-urges-t7-report/,ArticlePage,add latter and remove former
False,topic_replacement,G7 to G8 to G20: Evolution in Global Governance,https://www.cigionline.org/publications/g7-g8-g20-evolution-global-governance/,PublicationPage,add latter and remove former
False,topic_replacement,Geopolitical Chaos Is the New Normal,https://www.cigionline.org/articles/geopolitical-chaos-new-normal/,ArticlePage,add latter and remove former
False,topic_replacement,Germany pushes development for upcoming G20 summit,https://www.cigionline.org/articles/germany-pushes-development-upcoming-g20-summit/,ArticlePage,add latter and remove former
False,topic_replacement,Germany Takes on G-20 Growth Challenges With Dive Into Detail,https://www.cigionline.org/articles/germany-takes-g-20-growth-challenges-dive-detail/,ArticlePage,add latter and remove former
False,topic_replacement,Global Financial Governance Confronts the Rising Powers: Emerging Perspectives on the New G20,https://www.cigionline.org/publications/global-financial-governance-confronts-rising-powers-emerging-perspectives-new-g20/,PublicationPage,add latter and remove former
False,topic_replacement,Global Perspectives: G20 Leaders Summit,https://www.cigionline.org/articles/global-perspectives-g20-leaders-summit/,ArticlePage,add latter and remove former
False,topic_replacement,"Global Policy Expert Paul Samson at G7 Summit, Available for Expert Commentary",https://www.cigionline.org/articles/global-policy-expert-paul-samson-at-g7-summit-available-for-expert-commentary/,ArticlePage,add latter and remove former
False,topic_replacement,Global Risks and G20 Opportunity,https://www.cigionline.org/articles/global-risks-and-g20-opportunity/,ArticlePage,add latter and remove former
False,topic_replacement,Global Think Tank Town Hall  ,https://www.cigionline.org/events/global-think-tank-town-hall/,EventPage,add latter and remove former
False,topic_replacement,Greek Elections and the G20,https://www.cigionline.org/articles/greek-elections-and-g20/,ArticlePage,add latter and remove former
False,topic_replacement,Green Shift to Sustainability: Co-benefits and Impacts of Energy Transformation,https://www.cigionline.org/publications/green-shift-sustainability-co-benefits-and-impacts-energy-transformation/,PublicationPage,add latter and remove former
False,topic_replacement,"Hangzhou G20 summit: Big on spectacle, low on substance",https://www.cigionline.org/articles/hangzhou-g20-summit-big-spectacle-low-substance/,ArticlePage,add latter and remove former
False,topic_replacement,How a Hyperpower Handles Trade,https://www.cigionline.org/articles/how-hyperpower-handles-trade/,ArticlePage,add latter and remove former
False,topic_replacement,How Are Key 21st Century Powers Arranging Themselves?,https://www.cigionline.org/publications/how-are-key-21st-century-powers-arranging-themselves/,PublicationPage,add latter and remove former
False,topic_replacement,How Artificial Intelligence Is Reshaping Global Power and Canadian Foreign Policy,https://www.cigionline.org/articles/how-artificial-intelligence-reshaping-global-power-and-canadian-foreign-policy/,ArticlePage,add latter and remove former
False,topic_replacement,How Canada Can Advance International AI Governance at the G7,https://www.cigionline.org/articles/how-canada-can-advance-international-ai-governance-at-the-g7/,ArticlePage,add latter and remove former
False,topic_replacement,How emerging markets ‘punched above their weight’,https://www.cigionline.org/articles/how-emerging-markets-punched-above-their-weight/,ArticlePage,add latter and remove former
False,topic_replacement,How regional tensions stole China’s spotlight at G20,https://www.cigionline.org/articles/how-regional-tensions-stole-chinas-spotlight-g20/,ArticlePage,add latter and remove former
False,topic_replacement,How Should Canada Respond to US Trade Policy?,https://www.cigionline.org/articles/how-should-canada-respond-us-trade-policy/,ArticlePage,add latter and remove former
False,topic_replacement,How the G20 Can Lead Us to a Low-Carbon Economy,https://www.cigionline.org/multimedia/how-g20-can-lead-us-low-carbon-economy/,MultimediaPage,add latter and remove former
False,topic_replacement,How the G20 Can Stimulate Innovation,https://www.cigionline.org/articles/how-g20-can-stimulate-innovation/,ArticlePage,add latter and remove former
False,topic_replacement,How the G20 could help fight the Trumps of the world in immigration,https://www.cigionline.org/articles/how-g20-could-help-fight-trumps-world-immigration/,ArticlePage,add latter and remove former
False,topic_replacement,How the Paris attacks affect Canada,https://www.cigionline.org/articles/how-paris-attacks-affect-canada/,ArticlePage,add latter and remove former
False,topic_replacement,How Trudeau Should Navigate Trade in the Trump Tirade Era,https://www.cigionline.org/articles/how-trudeau-should-navigate-trade-trump-tirade-era/,ArticlePage,add latter and remove former
False,topic_replacement,How Will Political Changes Shape the 2025 NATO Summit?,https://www.cigionline.org/articles/how-will-political-changes-shape-the-2025-nato-summit/,ArticlePage,remove former only
False,topic_replacement,Hurry up and wait at G20 summit,https://www.cigionline.org/articles/hurry-and-wait-g20-summit/,ArticlePage,add latter and remove former
False,topic_replacement,"If History Is Repeating Itself, What Comes Next?",https://www.cigionline.org/articles/if-history-repeating-itself-what-comes-next/,ArticlePage,add latter and remove former
False,topic_replacement,Imagining a Post-COVID-19 Scenario for a Renewed Bretton Woods Agreement,https://www.cigionline.org/articles/imagining-post-covid-19-scenario-renewed-bretton-woods-agreement/,ArticlePage,remove former only
False,topic_replacement,"In a Factionalized World, Could COVID-19 Inspire Global Cooperation?",https://www.cigionline.org/articles/factionalized-world-could-covid-19-inspire-global-cooperation/,ArticlePage,add latter and remove former
False,topic_replacement,"In an Evolving Economy, the G7 Must Evolve Too",https://www.cigionline.org/articles/evolving-economy-g7-must-evolve-too/,ArticlePage,add latter and remove former
False,topic_replacement,Institute for International Finance Eighth Annual G20 Conference: The Chinese Agenda,https://www.cigionline.org/events/institute-international-finance-iif-8th-annual-g20-conference-chinese-agenda/,EventPage,add latter and remove former
False,topic_replacement,International Economic Experts Available for G20 Summit Analysis,https://www.cigionline.org/articles/international-economic-experts-available-g20-summit-analysis-0/,ArticlePage,add latter and remove former
False,topic_replacement,Issues in Bringing Canadian Fintech to the International Stage,https://www.cigionline.org/publications/issues-bringing-canadian-fintech-international-stage/,PublicationPage,add latter and remove former
False,topic_replacement,It Is Finally Time for a New Bretton Woods,https://www.cigionline.org/articles/it-finally-time-new-bretton-woods/,ArticlePage,add latter and remove former
False,topic_replacement,It's Not Over until It's Over: The Case for an Eleventh-hour Push to Save IMF Reform,https://www.cigionline.org/publications/its-not-over-until-its-over-case-eleventh-hour-push-save-imf-reform/,PublicationPage,add latter and remove former
False,topic_replacement,It’s right China and India should demand a bigger IMF role,https://www.cigionline.org/articles/its-right-china-and-india-should-demand-a-bigger-imf-role/,ArticlePage,remove former only
False,topic_replacement,It’s Tempting to Blame Trump for All the World’s Problems. Here’s Why We Shouldn’t,https://www.cigionline.org/articles/ts-tempting-to-blame-trump-for-all-the-worlds-problems-heres-why-we-shouldnt/,ArticlePage,add latter and remove former
False,topic_replacement,June Lessons: The New Reality of Canada’s Defence and Security,https://www.cigionline.org/articles/june-lessons-the-new-reality-of-canadas-defence-and-security/,ArticlePage,add latter and remove former
False,topic_replacement,Justin Trudeau Talks to G7 Leaders,https://www.cigionline.org/articles/justin-trudeau-talks-g7-leaders/,ArticlePage,add latter and remove former
False,topic_replacement,"Justin Trudeau urges G20 leaders to fight ‘divisive, fearful rhetoric’",https://www.cigionline.org/articles/justin-trudeau-urges-g20-leaders-fight-divisive-fearful-rhetoric/,ArticlePage,add latter and remove former
False,topic_replacement,Key Economic and Security Issues at Japan G7 Summit,https://www.cigionline.org/articles/key-economic-and-security-issues-japan-g7-summit/,ArticlePage,add latter and remove former
False,topic_replacement,Lagarde’s Hangzhou message for the G20: No more excuses,https://www.cigionline.org/articles/lagardes-hangzhou-message-g20-no-more-excuses/,ArticlePage,add latter and remove former
False,topic_replacement,"Lessons from the 2025 G7 Cycle: Quantum, AI and Science Diplomacy",https://www.cigionline.org/publications/lessons-from-the-2025-g7-cycle-quantum-ai-and-science/,PublicationPage,add latter and remove former
False,topic_replacement,Let the Games Begin!,https://www.cigionline.org/articles/let-games-begin/,ArticlePage,add latter and remove former
False,topic_replacement,Liberals to Push for Gender Equality During Canada's Turn at Helm of G7 Summit,https://www.cigionline.org/articles/liberals-push-gender-equality-during-canadas-turn-helm-g7-summit/,ArticlePage,add latter and remove former
False,topic_replacement,Lip-service Commitments Won't Halt Protectionism,https://www.cigionline.org/articles/lip-service-commitments-wont-halt-protectionism/,ArticlePage,add latter and remove former
False,topic_replacement,Looking to the Past for Lessons on Russian Containment,https://www.cigionline.org/articles/looking-past-lessons-russian-containment/,ArticlePage,add latter and remove former
False,topic_replacement,Looming Regulation Likely to Impact Cryptocurrency Prices,https://www.cigionline.org/articles/looming-regulation-likely-impact-cryptocurrency-prices/,ArticlePage,add latter and remove former
False,topic_replacement,Los Cabos Preview,https://www.cigionline.org/articles/los-cabos-preview/,ArticlePage,add latter and remove former
False,topic_replacement,Los Cabos Summit: incremental steps on the road to globalizing the regulation of capital,https://www.cigionline.org/articles/los-cabos-summit-incremental-steps-road-globalizing-regulation-capital/,ArticlePage,add latter and remove former
False,topic_replacement,Maintaining the Rules-Based International Order Is in Everyone’s Best Interests,https://www.cigionline.org/articles/maintaining-the-rules-based-international-order-is-in-everyones-best-interests/,ArticlePage,add latter and remove former
False,topic_replacement,Making the G20 Summit Process Work: Some Proposals for Improving Effectiveness and Legitimacy,https://www.cigionline.org/publications/making-g20-summit-process-work-some-proposals-improving-effectiveness-and-legitimacy/,PublicationPage,add latter and remove former
False,topic_replacement,Meeting fatigue? G20 needs to guard its brand,https://www.cigionline.org/articles/meeting-fatigue-g20-needs-guard-its-brand/,ArticlePage,add latter and remove former
False,topic_replacement,Merkel-Trump summit this week could set the tone for Germany’s G20 green finance work,https://www.cigionline.org/articles/merkel-trump-summit-week-could-set-tone-germanys-g20-green-finance-work/,ArticlePage,add latter and remove former
False,topic_replacement,Middle Powers Can Lead in Trump Era,https://www.cigionline.org/articles/middle-powers-can-lead-trump-era/,ArticlePage,add latter and remove former
